gene,metric,imaging,r_res,p_res,n,n_carriers_img,CGC,in_pathway,fdr_full,fdr_per_gene,fdr_per_gene_metric,fdr_best_per_gene,cohort
SPEN,n_mutations,kits_tumor_volume_ml,0.2773155368279244,0.0003533867557398,162,5,True,False,0.0310148846802234,0.0031724831178162,0.0014135470229592,,KIRC
BRWD3,top1_signed,kits_tumor_volume_ml,-0.2745437979693872,0.0004070092789026,162,5,False,False,0.0328247483309598,0.003798753269758,0.0016280371156106,,KIRC
BRWD3,min_dll,kits_tumor_volume_ml,-0.2745437979693872,0.0004070092789026,162,5,False,False,0.0328247483309598,0.003798753269758,0.0016280371156106,0.0038110868842702,KIRC
BRWD3,max_dll,kits_tumor_volume_ml,-0.2745437979693872,0.0004070092789026,162,5,False,False,0.0328247483309598,0.003798753269758,0.0016280371156106,,KIRC
ATM,n_mutations,kits_tumor_volume_ml,0.2703756040999248,0.0005019544440294,162,10,True,False,0.0363196821653154,0.0032125084417882,0.0020078177761176,,KIRC
ABCA13,top1_signed,kits_tumor_volume_ml,-0.2674969573094811,0.0005790454180888,162,8,False,False,0.0363196821653154,0.0026470647684062,0.0023161816723554,,KIRC
ABCA13,min_dll,kits_tumor_volume_ml,-0.2674969573094811,0.0005790454180888,162,8,False,False,0.0363196821653154,0.0026470647684062,0.0023161816723554,,KIRC
STAG2,top1_signed,kits_tumor_volume_ml,-0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
STAG2,max_dll,kits_tumor_volume_ml,-0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
STAG2,max_abs_dll,kits_tumor_volume_ml,0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
STAG2,min_dll,kits_tumor_volume_ml,-0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
STAG2,mean_abs_dll,kits_tumor_volume_ml,0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
STAG2,sum_abs_dll,kits_tumor_volume_ml,0.2674948184029248,0.0005791065526426,162,6,True,False,0.0363196821653154,0.0023164262105704,0.0023164262105704,,KIRC
